,Company Name,Jun 2010,Sep 2010,Dec 2010,Mar 2011,Jun 2011,Sep 2011,Dec 2011,Mar 2012,Jun 2012,Sep 2012,Dec 2012,Mar 2013,Jun 2013,Sep 2013,Dec 2013,Mar 2014,Jun 2014,Sep 2014,Dec 2014,Mar 2015,Jun 2015,Sep 2015,Dec 2015,Mar 2016,Jun 2016,Sep 2016,Dec 2016,Mar 2017,Jun 2017,Sep 2017,Dec 2017,Mar 2018,Jun 2018,Sep 2018,Dec 2018,Mar 2019,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025
49,Adani Enterprises Ltd.,539.9,662.4,649.3,661.0,712.55,526.35,293.65,304.2,222.25,201.0,271.05,201.95,205.2,140.55,262.75,368.75,454.7,471.15,485.25,615.4,91.0,80.75,83.4,73.65,86.55,65.65,76.45,108.25,132.5,116.35,166.35,156.45,112.9,130.85,160.95,147.35,150.45,145.8,207.95,137.55,156.25,296.5,479.0,1030.85,1508.4,1467.1,1708.55,2015.7,2189.85,3451.0,3859.35,1750.0,2383.6,2412.15,2849.0,3193.55,3175.55,3134.75,2529.05,2321.75,2618.8,2505.95,2493.75
50,Adani Ports & Special Economic Zone Ltd.,737.45,167.05,143.65,136.45,161.4,164.25,120.55,129.05,121.2,127.35,135.0,138.75,149.75,138.45,155.3,187.5,243.5,277.95,318.45,308.05,307.9,299.35,260.6,247.7,206.7,256.75,268.1,339.8,362.45,376.2,404.65,354.65,372.0,328.45,387.35,378.0,410.0,413.7,365.95,251.3,343.9,340.9,483.55,702.75,703.6,737.65,730.35,774.1,671.45,821.05,817.9,631.8,738.9,824.25,1024.15,1341.7,1477.4,1448.15,1228.9,1182.05,1450.2,1403.6,1416.65
51,Adani Power Ltd.,126.4,134.1,130.1,112.8,110.0,85.6,62.3,68.3,49.95,52.85,61.7,40.65,41.45,32.25,39.0,48.65,62.55,43.4,44.35,47.3,29.25,24.7,32.25,34.65,30.35,24.95,30.1,39.95,29.7,29.55,41.65,23.75,16.15,23.85,50.9,48.2,51.3,64.3,61.8,27.75,36.0,36.85,49.7,85.05,113.4,97.15,99.75,185.05,262.55,373.8,299.4,191.6,249.95,377.15,524.85,533.7,718.2,656.05,529.15,509.2,585.8,144.65,162.35
52,Addi Industries Ltd.,6.15,8.27,6.62,6.3,5.76,7.0,4.35,6.2,6.41,5.9,4.85,4.58,3.91,2.15,2.15,2.2,2.34,3.99,4.5,3.25,3.5,4.04,5.04,7.7,8.08,7.0,7.3,7.0,7.0,9.72,9.85,10.5,11.4,9.87,8.0,8.0,8.0,0.0,8.0,7.1,6.6,6.6,3.22,4.49,7.03,7.5,37.0,29.6,28.0,39.15,38.15,29.5,32.9,42.3,50.48,54.29,50.07,45.64,41.86,50.81,97.92,109.95,124.0
53,Adhata Global Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.58,49.23,48.9,43.0,31.66
54,Aditya Birla Money Ltd.,44.65,44.35,34.15,24.3,19.9,18.65,10.77,14.15,13.75,14.05,19.4,16.15,15.85,13.6,13.8,12.96,20.2,25.6,32.25,23.9,24.35,23.5,31.65,20.05,24.75,24.75,26.9,31.55,73.35,85.75,87.1,50.2,54.15,48.8,56.3,46.65,45.25,36.8,35.2,19.0,34.0,39.4,44.95,41.15,55.55,62.95,62.7,60.45,53.55,56.4,59.6,45.71,57.85,78.88,103.55,96.3,166.65,150.1,263.4,163.75,193.9,170.6,163.55
55,Aditya Birla Real Estate Ltd.,461.0,502.65,428.3,350.05,352.35,305.8,226.45,368.6,309.05,360.15,415.2,287.8,264.05,241.1,313.6,362.65,589.6,543.3,523.85,637.15,705.7,517.6,597.4,528.7,659.65,942.75,797.55,1053.3,1100.3,1221.75,1435.45,1145.25,888.75,823.7,922.4,932.55,948.4,906.0,477.15,295.8,294.95,331.35,411.25,464.7,614.5,936.5,916.75,853.35,802.55,812.55,716.75,634.05,861.8,1115.9,1221.55,1632.5,2313.15,2848.3,2510.4,1969.2,2437.65,1687.1,1688.35
56,Aditya Birla Sun Life A M C Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.9,532.95,400.2,454.15,454.75,311.35,372.95,434.35,469.35,454.8,633.85,718.4,836.9,637.45,800.55,790.35,809.6
57,Aditya Forge Ltd.,9.64,16.11,10.2,12.03,9.5,8.42,7.27,7.73,7.33,6.68,5.98,4.9,8.25,6.5,11.7,6.66,4.08,6.43,6.66,2.59,2.99,3.41,2.97,3.11,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Aditya Infotech Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.95,1371.95
59,Ador Multiproducts Ltd.,23.25,25.15,25.2,17.95,23.0,18.25,13.75,15.0,14.75,20.05,14.05,12.05,8.26,10.85,14.33,11.5,14.7,15.4,12.77,15.0,15.11,14.6,19.3,11.75,15.05,16.0,25.0,19.45,25.0,25.0,21.4,39.7,41.0,37.05,34.0,34.25,41.05,49.35,47.2,31.85,30.85,58.0,97.0,86.45,85.4,111.95,90.35,73.9,55.55,87.05,69.1,47.49,51.0,30.83,40.59,32.07,33.32,38.45,31.4,67.2,96.14,95.28,81.55
60,Ador Welding Ltd.,212.75,214.2,205.45,167.55,174.55,148.1,111.65,127.1,142.05,133.6,154.35,113.35,120.0,93.0,133.3,144.4,234.7,216.25,211.6,222.1,262.5,270.9,322.3,286.3,297.9,268.05,287.7,308.65,375.45,432.95,502.4,374.7,304.45,298.85,373.0,347.4,347.0,306.4,295.9,181.3,257.95,244.8,271.95,300.3,674.85,680.7,707.9,618.55,664.15,911.5,847.95,916.45,1096.2,1105.3,1510.0,1370.4,1413.65,1373.6,1106.05,837.4,1018.5,962.25,1144.1
61,Adroit Infotech Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,2.3,1.55,1.87,0.78,21.35,7.84,7.65,5.82,11.76,25.75,34.1,35.45,46.15,35.0,75.4,40.75,63.85,69.95,63.75,63.25,60.85,40.6,49.55,30.15,25.35,26.75,19.1,18.45,12.0,7.5,8.74,4.55,7.85,5.0,10.18,9.75,12.23,9.97,10.22,11.58,14.76,17.85,24.9,19.99,17.86,23.9,21.88,15.23,18.12,18.89,19.69,11.17,11.07,10.54,11.64
62,Advance Lifestyles Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,47.25,44.7,24.45,10.6,10.45,13.05,8.0,12.39,11.85,10.7,9.97,9.51,9.94,11.55,19.94,30.4,17.5,18.95,29.0,26.0,24.7,33.6,26.5,45.0,38.4,0.0,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,37.05,53.5,34.2,55.65,34.9,45.0,66.0,53.1,114.46,43.7,46.73,45.86,52.85,31.36,30.45,27.55,25.38,25.7
63,Advanced Enzyme Technologies Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.4,1983.75,2060.05,324.55,252.4,275.65,213.05,216.2,189.2,177.5,182.9,168.75,155.5,165.25,143.15,170.3,330.35,334.8,344.85,414.5,388.5,326.4,282.1,266.95,268.95,281.4,231.65,279.15,318.85,375.25,347.5,382.2,502.55,348.8,278.9,321.5,325.4,307.8
64,Advani Hotels & Resorts (India) Ltd.,39.8,52.2,39.8,35.05,35.55,36.0,32.5,30.45,28.0,28.4,29.6,29.4,32.1,28.5,29.05,35.55,48.1,73.0,60.0,43.0,58.8,45.0,55.45,47.2,57.0,52.0,50.35,56.05,56.65,54.75,78.35,55.65,52.0,45.1,64.2,68.95,60.9,55.45,53.75,30.15,45.8,42.95,51.2,57.25,67.45,82.5,76.0,91.25,66.25,80.85,81.65,71.49,89.01,89.0,103.0,71.7,71.62,72.43,69.32,57.84,59.99,58.8,58.55
65,Advik Capital Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,14.45,18.9,34.95,38.8,39.4,36.0,3.4,4.39,2.09,2.1,1.63,1.85,1.76,1.75,1.75,0.95,0.7,0.55,0.61,1.55,3.19,3.21,3.67,3.87,3.79,3.06,3.01,3.75,2.09,2.37,2.1,2.51,2.46,2.78,2.15,1.55,1.6,1.41,1.5
66,Aegis Logistics Ltd.,380.2,361.45,336.95,289.35,223.0,188.1,105.15,149.85,129.65,160.2,179.35,127.05,132.15,128.3,181.3,169.35,241.45,353.8,449.85,607.9,796.3,87.95,104.75,97.3,128.45,153.5,128.45,194.35,188.9,235.35,286.35,258.85,212.65,196.8,204.2,202.95,199.35,181.3,193.5,139.3,175.25,228.5,251.8,297.75,342.8,227.65,221.8,205.5,208.6,271.25,347.8,378.95,321.7,329.15,352.35,445.7,871.9,763.65,819.5,804.0,775.75,766.25,802.75
67,Aeonx Digital Technology Ltd.,12.85,19.95,12.79,9.08,19.45,16.1,18.1,18.85,18.0,23.25,22.0,14.6,16.0,21.25,19.05,20.5,26.4,40.2,59.9,124.4,173.6,118.7,192.0,165.9,139.5,123.0,97.0,90.8,79.0,81.0,102.15,97.8,79.95,92.3,58.0,55.0,36.25,22.35,24.95,18.0,22.7,42.0,63.8,74.85,101.65,97.75,94.9,86.2,82.75,74.9,72.95,88.47,95.77,125.25,132.1,120.0,134.8,135.35,277.0,140.85,178.95,203.0,193.8
68,Aeroflex Enterprises Ltd.,35.75,40.0,41.8,33.85,28.8,12.39,10.5,9.95,8.83,9.79,10.16,8.51,3.84,1.37,2.0,1.5,2.37,2.33,2.95,2.75,2.76,6.47,10.0,9.0,13.3,12.26,18.5,24.55,24.95,24.55,33.55,36.55,35.25,28.5,27.4,25.7,37.55,23.0,29.95,16.8,21.1,16.7,20.9,18.35,24.1,31.1,39.15,38.8,34.8,40.6,67.4,59.99,79.94,102.75,115.05,87.0,89.93,130.9,104.8,80.63,103.69,88.21,85.53
69,Aeroflex Industries Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.8,155.15,121.45,159.85,178.2,202.3,170.15,212.7,173.85,184.25
70,Aeroflex Neu Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,99.66,100.05,127.2,89.6,92.69,84.85,85.11,78.13,120.0,79.63,81.52
71,Afcons Infrastructure Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.85,486.35,437.15,454.75,448.7
72,Affle 3I Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.25,1580.15,1014.25,1462.7,2876.55,3783.7,5458.15,4337.2,5345.65,1127.45,1259.1,1062.8,1260.1,1080.9,986.3,1093.8,1105.6,1305.85,1040.05,1343.05,1585.35,1783.85,1608.2,2000.0,1945.15,1922.2
73,Agri-Tech (India) Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,9.43,6.81,6.44,5.71,5.5,6.0,7.46,8.05,10.1,26.2,31.15,39.35,56.1,98.8,118.0,119.8,106.15,61.2,62.05,49.95,55.55,47.45,43.3,18.9,35.25,29.6,39.4,30.65,45.8,75.45,62.0,122.7,68.1,92.0,108.3,93.72,100.2,188.75,194.55,226.0,199.6,221.2,201.05,135.4,155.7,133.4,132.0
74,Agribio Spirits Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,14.0,13.25,14.5,19.55,16.0,14.9,14.1,12.74,10.83,16.05,5.16,8.1,9.39,10.4,9.31,12.75,11.39,9.5,6.48,6.85,6.3,5.51,7.41,11.65,50.15,42.0,76.2,51.47,58.67,68.25,35.18,45.19,47.65,84.03,130.55,166.3,188.0,223.8,219.45
75,Ahluwalia Contracts (India) Ltd.,203.8,206.6,149.05,110.05,110.3,103.2,52.5,69.35,52.25,40.15,34.7,21.95,28.6,17.6,26.1,40.95,117.2,165.0,224.4,249.0,216.1,267.4,278.9,295.6,281.4,299.5,258.0,311.7,323.5,304.4,390.05,380.0,343.8,280.0,324.5,325.0,330.0,282.0,297.9,180.0,204.65,234.2,266.0,299.25,411.75,353.25,401.85,470.65,431.4,418.8,476.05,577.95,607.2,703.55,777.6,1019.95,1244.25,1147.55,1026.1,816.75,1014.95,994.75,918.55
76,Aimco Pesticides Ltd.,9.94,10.11,10.87,8.7,8.57,7.56,7.07,6.2,6.15,5.2,6.2,5.95,5.35,9.96,14.1,13.0,17.75,79.7,70.75,49.9,41.7,37.25,47.1,36.05,42.2,58.5,90.2,94.05,161.95,167.85,215.35,157.9,107.85,105.15,130.7,128.1,117.85,121.8,99.6,49.5,67.05,103.05,101.9,88.95,115.75,100.35,147.05,138.7,138.25,205.35,171.0,109.5,117.75,118.15,128.1,90.45,100.71,99.2,96.32,76.24,84.87,77.06,70.0
77,Aion-Tech Solutions Ltd.,23.95,20.95,13.55,8.72,7.3,7.22,6.25,6.8,5.7,5.77,7.05,5.04,4.7,3.71,3.03,3.69,9.15,7.67,5.77,5.28,5.07,5.2,5.19,4.75,7.13,7.5,6.44,11.55,8.23,12.03,16.23,12.77,13.0,22.25,16.7,12.85,9.3,10.3,8.41,7.23,8.86,9.06,10.62,8.7,12.02,32.55,96.9,77.85,45.75,49.8,47.55,45.7,70.72,102.0,126.15,128.6,141.3,93.6,79.99,52.36,74.69,61.44,58.0
78,Airan Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.93,17.45,24.74,27.46,22.9,31.09,36.49,32.97,26.72,31.8,24.94,23.79
79,Ajanta Pharma Ltd.,221.25,241.35,212.1,200.3,302.7,296.85,297.65,456.15,701.85,418.05,381.9,643.4,876.0,729.2,945.7,1001.4,1638.85,1725.2,2329.45,1225.45,1569.65,1478.6,1336.6,1410.5,1501.15,2004.2,1783.45,1760.3,1544.9,1133.05,1486.55,1405.8,985.2,1061.6,1185.75,1030.4,956.05,1011.15,974.85,1366.2,1416.9,1613.0,1633.95,1793.25,2146.15,2282.05,2235.3,1809.15,1234.8,1259.5,1210.55,1208.95,1477.45,1801.5,2084.4,2238.1,2286.3,3198.95,2931.75,2618.5,2573.5,2407.15,2385.95
80,Ajcon Global Services Ltd.,9.6,14.18,18.4,21.1,14.5,14.64,10.41,16.82,15.3,17.35,16.4,18.05,13.85,15.25,14.85,16.1,16.6,14.05,12.15,19.4,16.5,17.0,19.5,21.6,17.5,21.0,23.45,19.0,26.25,19.3,25.0,37.5,24.7,28.5,33.0,31.5,29.0,27.35,25.4,22.5,16.0,14.87,22.0,24.4,25.25,32.9,48.7,43.25,36.45,34.0,32.5,27.06,33.35,28.57,39.43,34.48,33.1,46.18,70.59,67.99,10.45,9.29,8.17
81,Ajel Ltd.,26.75,24.7,22.7,10.78,8.79,7.76,6.03,7.02,4.41,4.2,5.28,4.01,7.09,6.28,6.0,1.89,3.8,4.88,4.26,2.72,3.27,2.71,2.2,3.65,4.74,4.41,5.13,4.72,4.79,4.37,4.51,5.14,4.55,6.4,6.7,6.3,5.48,5.04,4.85,3.43,2.69,2.38,3.1,3.61,4.55,5.69,16.16,8.1,9.18,9.25,8.0,8.54,9.0,13.22,16.43,15.86,14.7,17.58,17.37,9.44,6.29,0.0,0.0
82,Ajmera Realty & Infra India Ltd.,159.65,271.3,203.8,164.2,147.75,115.85,99.35,110.75,112.2,118.35,123.55,92.4,79.45,57.35,56.7,52.1,80.1,131.6,93.35,118.2,135.8,114.55,178.9,137.8,156.6,137.0,141.35,203.55,218.45,211.5,323.35,240.6,203.85,159.9,164.95,190.45,169.1,127.1,118.3,63.95,84.95,81.55,140.7,117.5,271.95,354.1,280.8,327.25,229.9,254.25,309.25,276.6,376.5,380.1,439.45,724.8,673.9,680.8,1079.3,900.15,925.0,989.75,1006.65
83,Akash Infra-Projects Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Aksh Optifibre Ltd.,23.2,20.9,15.35,6.03,6.81,6.05,6.98,14.88,15.85,14.71,17.0,16.95,16.9,15.55,15.2,15.25,22.4,18.8,15.5,14.4,15.1,16.35,19.25,13.08,16.79,19.32,24.15,21.3,17.25,22.65,35.0,31.35,26.5,24.5,24.4,18.85,10.57,7.81,6.74,3.08,6.62,5.64,7.72,5.31,9.08,8.82,13.09,10.01,8.61,11.7,9.86,8.49,8.3,11.7,12.09,8.1,8.22,9.06,11.46,7.9,9.28,7.46,7.63
85,Aksharchem (India) Ltd.,20.0,22.05,17.15,14.35,25.05,25.55,27.0,16.5,15.85,17.1,17.2,27.1,31.6,45.75,99.15,125.0,163.95,213.55,201.7,157.8,114.2,124.6,174.7,163.9,247.35,466.1,668.55,727.6,787.45,743.4,762.85,593.2,539.15,475.0,440.05,327.2,281.15,212.6,237.0,152.25,217.3,225.0,253.55,233.55,340.95,410.6,451.5,348.2,276.25,326.7,263.2,205.05,239.15,287.9,299.55,252.0,325.7,318.85,302.25,213.9,274.95,264.5,277.5
86,Akzo Nobel India Ltd.,760.55,926.6,799.1,826.2,895.05,930.5,785.05,813.65,882.25,871.05,958.0,1024.65,1134.65,824.6,859.3,897.35,1087.7,1261.85,1384.1,1405.1,1251.15,1372.0,1402.45,1355.55,1585.85,1691.5,1411.15,1904.9,1826.3,1922.15,1835.6,1798.0,1840.1,1606.35,1741.65,1788.25,1796.2,1918.55,1967.8,2200.8,1830.45,2161.75,2413.8,2308.15,2351.95,2283.55,2054.75,1913.95,1876.05,2190.65,2219.6,2289.25,2430.7,2505.7,2608.45,2384.1,2836.35,3778.65,3588.9,3599.75,3412.2,3307.55,3275.4
87,Alan Scott Enterprises Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.75,16.25,11.88,10.67,9.35,8.8,8.37,6.65,6.5,7.24,16.65,16.6,15.8,15.05,15.8,0.0,0.0,17.35,20.05,0.0,21.0,22.0,22.25,26.75,35.0,261.75,140.0,144.05,49.6,53.85,55.0,46.63,73.09,84.55,68.75,78.05,135.94,243.75,178.45,110.04,266.4,292.45
88,Alankit Ltd.,0.0,55.1,0.0,0.0,0.0,0.0,12.7,13.33,13.99,48.9,99.9,85.1,72.0,66.0,141.65,66.0,98.1,69.9,111.15,215.2,224.3,46.8,62.2,101.15,129.25,140.4,31.8,23.5,33.75,32.25,69.55,42.2,26.65,19.1,24.2,31.8,31.8,21.5,12.3,10.6,17.22,17.5,20.0,15.85,26.45,17.9,15.95,13.22,10.92,11.79,10.69,7.28,9.28,10.88,18.32,17.76,20.7,24.22,21.88,13.84,14.49,13.0,11.98
89,Alchemist Corporation Ltd.,8.5,8.44,9.79,7.9,10.0,7.28,7.02,7.94,7.2,10.92,10.5,5.73,6.19,6.66,23.8,20.7,13.9,11.39,7.97,6.45,5.88,7.73,9.5,12.6,15.22,15.15,10.56,5.29,5.21,6.29,6.0,6.66,7.84,6.52,6.5,6.6,13.97,13.96,13.4,9.39,10.34,5.04,7.4,5.25,7.87,12.19,11.88,16.2,13.55,9.3,9.95,17.15,13.48,13.91,15.18,15.9,13.36,13.25,22.57,11.52,21.65,23.86,23.86
90,Alembic Ltd.,54.85,62.55,67.65,73.05,19.1,18.9,14.2,16.15,15.5,15.75,16.9,15.65,20.0,13.8,14.81,17.76,25.65,57.65,38.95,34.65,38.25,39.6,47.7,35.3,38.6,38.1,36.65,36.65,39.4,38.6,57.8,53.3,39.6,42.15,47.8,42.25,43.65,50.7,59.8,35.7,81.0,104.95,107.1,102.85,126.25,115.1,106.3,72.35,62.5,67.35,71.15,59.29,72.28,79.01,90.61,83.66,111.77,141.45,131.75,98.49,121.8,100.0,98.83
91,Alfavision Overseas (India) Ltd.,18.35,19.75,27.25,27.0,24.5,29.55,30.0,28.8,28.7,32.4,30.0,30.0,0.0,0.0,0.0,30.0,36.4,31.55,35.8,103.0,86.0,65.1,63.0,65.0,60.8,60.7,60.0,62.25,62.3,59.95,51.5,50.55,35.0,35.0,34.7,34.7,0.0,31.2,25.3,25.4,0.0,25.5,29.0,38.5,36.9,46.25,124.35,130.05,150.2,27.35,12.56,10.72,15.43,19.45,18.04,14.19,11.98,17.66,13.9,12.83,8.52,6.25,6.2
92,Alfred Herbert (India) Ltd.,163.85,179.95,191.95,197.0,198.0,194.85,201.05,214.35,220.0,214.0,230.0,229.0,232.8,241.95,207.95,243.3,256.0,293.1,355.0,349.4,397.8,404.3,370.1,361.9,394.2,488.3,555.0,546.25,605.5,700.0,799.95,924.8,838.35,749.95,699.0,644.75,597.65,548.0,595.0,520.0,540.0,547.0,560.0,558.85,720.0,639.75,679.95,700.0,650.0,707.45,715.0,700.0,720.0,780.9,1212.5,1465.0,1465.0,1595.45,2008.0,2050.0,3001.75,3240.9,3202.5
93,Algoquant Fintech Ltd.,19.35,29.0,27.45,28.5,48.25,29.85,32.15,33.35,33.05,26.0,33.05,23.6,39.7,21.1,30.95,44.1,55.85,46.8,62.05,51.4,36.55,30.65,49.0,61.3,61.3,55.4,47.0,41.15,38.7,0.0,0.0,0.0,0.0,0.0,0.0,52.5,60.0,71.5,34.55,67.0,84.0,85.0,105.0,145.05,245.2,911.25,538.55,409.1,323.0,285.65,509.65,518.3,571.55,653.0,1095.9,1334.0,1207.45,1309.8,1409.75,902.35,1009.7,67.6,65.61
94,Alicon Castalloy Ltd.,91.9,108.95,98.0,50.0,70.5,58.95,62.0,60.65,65.4,68.15,70.85,54.85,55.0,51.5,70.0,83.6,175.45,160.3,319.9,274.3,262.1,349.3,358.7,281.5,313.75,346.45,365.0,451.8,485.0,543.0,703.15,572.7,579.4,651.4,585.0,589.65,556.0,375.0,372.9,177.2,251.2,330.0,377.8,426.6,585.0,765.7,812.55,659.6,638.3,872.15,884.4,670.3,812.85,860.6,869.7,820.65,1212.75,1331.05,994.7,658.75,892.95,829.25,943.3
95,Alka India Ltd.,0.36,0.38,0.34,0.27,0.21,0.21,0.19,0.19,0.17,0.15,0.13,0.09,0.12,0.1,0.11,0.09,0.21,0.15,0.1,0.08,0.08,0.09,0.25,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.24,0.19,0.38,0.55,0.65,0.61,3.16,2.81,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Alka Securities Ltd.,3.94,3.01,1.64,0.92,0.79,0.45,0.39,0.42,0.42,0.36,0.55,0.34,0.27,0.2,0.38,0.21,0.38,0.23,0.26,0.15,0.25,0.23,0.2,0.19,0.19,0.29,0.21,0.28,0.38,0.32,0.3,0.36,0.45,0.25,0.26,0.19,0.2,0.19,0.19,0.24,0.0,0.0,0.0,0.23,0.27,0.39,0.35,0.56,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Alkem Laboratories Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.65,1366.5,1378.75,1660.3,1626.6,2206.95,1847.55,1828.15,2202.0,1977.0,1887.95,2048.4,1946.45,1751.8,1668.65,1903.85,2013.55,2328.85,2366.1,2779.05,2908.7,2772.2,3196.7,3980.05,3622.95,3617.1,3001.05,3279.75,3005.25,3397.85,3512.3,3607.65,5192.6,4940.2,4991.45,6060.9,5635.9,4880.0,4937.05,5422.2,5431.6
